|Count|ICD10|ICD10_desc
26929|114|S82421B|DISPLACED TRANSVERSE FRACTURE OF SHAFT OF RIGHT FIBULA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II
26924|114|S66511A|STRAIN OF INTRINSIC MUSCLE, FASCIA AND TENDON OF LEFT INDEX FINGER AT WRIST AND HAND LEVEL, INITIAL ENCOUNTER
26931|114|S7319|OTHER SPRAIN OF HIP
26938|114|H9101|OTOTOXIC HEARING LOSS, RIGHT EAR
26932|114|S86202D|UNSPECIFIED INJURY OF MUSCLE(S) AND TENDON(S) OF ANTERIOR MUSCLE GROUP AT LOWER LEG LEVEL, LEFT LEG, SUBSEQUENT ENCOUNTER
26943|114|M2440|RECURRENT DISLOCATION, UNSPECIFIED JOINT
26942|114|M1253|TRAUMATIC ARTHROPATHY, WRIST
26941|114|M06839|OTHER SPECIFIED RHEUMATOID ARTHRITIS, UNSPECIFIED WRIST
26940|114|H18239|SECONDARY CORNEAL EDEMA, UNSPECIFIED EYE
26939|114|H50022|MONOCULAR ESOTROPIA WITH A PATTERN, LEFT EYE
26944|114|M47014|ANTERIOR SPINAL ARTERY COMPRESSION SYNDROMES, THORACIC REGION
26937|114|H20032|SECONDARY INFECTIOUS IRIDOCYCLITIS, LEFT EYE
26936|114|H16431|LOCALIZED VASCULARIZATION OF CORNEA, RIGHT EYE
26935|114|H02239|PARALYTIC LAGOPHTHALMOS UNSPECIFIED EYE, UNSPECIFIED EYELID
26934|114|S9421XD|INJURY OF DEEP PERONEAL NERVE AT ANKLE AND FOOT LEVEL, RIGHT LEG, SUBSEQUENT ENCOUNTER
26933|114|S92511K|DISPLACED FRACTURE OF PROXIMAL PHALANX OF RIGHT LESSER TOE(S), SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
27016|113|T2037XS|BURN OF THIRD DEGREE OF NECK, SEQUELA
27022|113|S6005|CONTUSION OF LITTLE FINGER WITHOUT DAMAGE TO NAIL
27021|113|S52352S|DISPLACED COMMINUTED FRACTURE OF SHAFT OF RADIUS, LEFT ARM, SEQUELA
27020|113|S52532H|COLLES' FRACTURE OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
27019|113|T458X6A|UNDERDOSING OF OTHER PRIMARILY SYSTEMIC AND HEMATOLOGICAL AGENTS, INITIAL ENCOUNTER
27018|113|T492X1A|POISONING BY LOCAL ASTRINGENTS AND LOCAL DETERGENTS, ACCIDENTAL (UNINTENTIONAL), INITIAL ENCOUNTER
27017|113|T402X|POISONING BY, ADVERSE EFFECT OF AND UNDERDOSING OF OTHER OPIOIDS
27014|113|T23092A|BURN OF UNSPECIFIED DEGREE OF MULTIPLE SITES OF LEFT WRIST AND HAND, INITIAL ENCOUNTER
27015|113|T43504A|POISONING BY UNSPECIFIED ANTIPSYCHOTICS AND NEUROLEPTICS, UNDETERMINED, INITIAL ENCOUNTER
27024|113|S52001B|UNSPECIFIED FRACTURE OF UPPER END OF RIGHT ULNA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II
27013|113|T23091A|BURN OF UNSPECIFIED DEGREE OF MULTIPLE SITES OF RIGHT WRIST AND HAND, INITIAL ENCOUNTER
27012|113|O2482|OTHER PRE-EXISTING DIABETES MELLITUS IN CHILDBIRTH
27011|113|M84376S|STRESS FRACTURE, UNSPECIFIED FOOT, SEQUELA
27010|113|M86259|SUBACUTE OSTEOMYELITIS, UNSPECIFIED FEMUR
27023|113|S53442S|ULNAR COLLATERAL LIGAMENT SPRAIN OF LEFT ELBOW, SEQUELA
27039|113|G4430|POST-TRAUMATIC HEADACHE, UNSPECIFIED
27025|113|S49101A|UNSPECIFIED PHYSEAL FRACTURE OF LOWER END OF HUMERUS, RIGHT ARM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
27026|113|S0532XS|OCULAR LACERATION WITHOUT PROLAPSE OR LOSS OF INTRAOCULAR TISSUE, LEFT EYE, SEQUELA
27027|113|S20219S|CONTUSION OF UNSPECIFIED FRONT WALL OF THORAX, SEQUELA
27028|113|Q72893|OTHER REDUCTION DEFECTS OF LOWER LIMB, BILATERAL
27029|113|Q987|MALE WITH SEX CHROMOSOME MOSAICISM
27030|113|S01132A|PUNCTURE WOUND WITHOUT FOREIGN BODY OF LEFT EYELID AND PERIOCULAR AREA, INITIAL ENCOUNTER
27031|113|S25591A|OTHER SPECIFIED INJURY OF INTERCOSTAL BLOOD VESSELS, RIGHT SIDE, INITIAL ENCOUNTER
27032|113|S42239D|3-PART FRACTURE OF SURGICAL NECK OF UNSPECIFIED HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
27033|113|S21122A|LACERATION WITH FOREIGN BODY OF LEFT FRONT WALL OF THORAX WITHOUT PENETRATION INTO THORACIC CAVITY, INITIAL ENCOUNTER
27034|113|S22000K|WEDGE COMPRESSION FRACTURE OF UNSPECIFIED THORACIC VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
27035|113|S42401P|UNSPECIFIED FRACTURE OF LOWER END OF RIGHT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
27036|113|F431|POST-TRAUMATIC STRESS DISORDER (PTSD)
27037|113|B3321|VIRAL ENDOCARDITIS
27038|113|G8313|MONOPLEGIA OF LOWER LIMB AFFECTING RIGHT NONDOMINANT SIDE
27009|113|M85572|ANEURYSMAL BONE CYST, LEFT ANKLE AND FOOT
27008|113|M86232|SUBACUTE OSTEOMYELITIS, LEFT RADIUS AND ULNA
27007|113|M85411|SOLITARY BONE CYST, RIGHT SHOULDER
26991|113|S72335D|NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
27006|113|O082|EMBOLISM FOLLOWING ECTOPIC AND MOLAR PREGNANCY
26978|113|Y9331|ACTIVITY, MOUNTAIN CLIMBING, ROCK CLIMBING AND WALL CLIMBING
26979|113|W5503XA|SCRATCHED BY CAT, INITIAL ENCOUNTER
26980|113|W14XXXA|FALL FROM TREE, INITIAL ENCOUNTER
26981|113|S66198D|OTHER INJURY OF FLEXOR MUSCLE, FASCIA AND TENDON OF OTHER FINGER AT WRIST AND HAND LEVEL, SUBSEQUENT ENCOUNTER
26982|113|S62645B|NONDISPLACED FRACTURE OF PROXIMAL PHALANX OF LEFT RING FINGER, INITIAL ENCOUNTER FOR OPEN FRACTURE
26983|113|S63415A|TRAUMATIC RUPTURE OF COLLATERAL LIGAMENT OF LEFT RING FINGER AT METACARPOPHALANGEAL AND INTERPHALANGEAL JOINT, INITIAL ENCOUNTER
26984|113|S62325B|DISPLACED FRACTURE OF SHAFT OF FOURTH METACARPAL BONE, LEFT HAND, INITIAL ENCOUNTER FOR OPEN FRACTURE
26985|113|S6392XS|SPRAIN OF UNSPECIFIED PART OF LEFT WRIST AND HAND, SEQUELA
26986|113|S82154S|NONDISPLACED FRACTURE OF RIGHT TIBIAL TUBEROSITY, SEQUELA
26987|113|S8254XB|NONDISPLACED FRACTURE OF MEDIAL MALLEOLUS OF RIGHT TIBIA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II
26988|113|S76801D|UNSPECIFIED INJURY OF OTHER SPECIFIED MUSCLES, FASCIA AND TENDONS AT THIGH LEVEL, RIGHT THIGH, SUBSEQUENT ENCOUNTER
26989|113|S82431K|DISPLACED OBLIQUE FRACTURE OF SHAFT OF RIGHT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
26990|113|S76892D|OTHER INJURY OF OTHER SPECIFIED MUSCLES, FASCIA AND TENDONS AT THIGH LEVEL, LEFT THIGH, SUBSEQUENT ENCOUNTER
26977|113|T82319A|BREAKDOWN (MECHANICAL) OF UNSPECIFIED VASCULAR GRAFTS, INITIAL ENCOUNTER
26992|113|S89011D|SALTER-HARRIS TYPE I PHYSEAL FRACTURE OF UPPER END OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
27000|113|K9433|ESOPHAGOSTOMY MALFUNCTION
26993|113|S9001XS|CONTUSION OF RIGHT ANKLE, SEQUELA
27005|113|L03323|ACUTE LYMPHANGITIS OF CHEST WALL
27004|113|M10012|IDIOPATHIC GOUT, LEFT SHOULDER
27003|113|M06221|RHEUMATOID BURSITIS, RIGHT ELBOW
27001|113|M08032|UNSPECIFIED JUVENILE RHEUMATOID ARTHRITIS, LEFT WRIST
27002|113|K51514|LEFT SIDED COLITIS WITH ABSCESS
26999|113|H3301|RETINAL DETACHMENT WITH SINGLE BREAK
26998|113|H7440|POLYP OF MIDDLE EAR, UNSPECIFIED EAR
26997|113|H2103|HYPHEMA, BILATERAL
26996|113|S92254G|NONDISPLACED FRACTURE OF NAVICULAR [SCAPHOID] OF RIGHT FOOT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
26995|113|S89002D|UNSPECIFIED PHYSEAL FRACTURE OF UPPER END OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
26994|113|S83205A|OTHER TEAR OF UNSPECIFIED MENISCUS, CURRENT INJURY, UNSPECIFIED KNEE, INITIAL ENCOUNTER
27079|112|S52552K|OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
27084|112|S028XXS|FRACTURES OF OTHER SPECIFIED SKULL AND FACIAL BONES, SEQUELA
27083|112|O9892|UNSPECIFIED MATERNAL INFECTIOUS AND PARASITIC DISEASE COMPLICATING CHILDBIRTH
27082|112|S43212A|ANTERIOR SUBLUXATION OF LEFT STERNOCLAVICULAR JOINT, INITIAL ENCOUNTER
27081|112|S52551S|OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF RIGHT RADIUS, SEQUELA
27080|112|S5002XS|CONTUSION OF LEFT ELBOW, SEQUELA
27073|112|O0962|SUPERVISION OF YOUNG MULTIGRAVIDA
27078|112|S52522S|TORUS FRACTURE OF LOWER END OF LEFT RADIUS, SEQUELA
27077|112|T2113XA|BURN OF FIRST DEGREE OF UPPER BACK, INITIAL ENCOUNTER
27076|112|T3164|BURNS INVOLVING 60-69% OF BODY SURFACE WITH 40-49% THIRD DEGREE BURNS
27075|112|T23229A|BURN OF SECOND DEGREE OF UNSPECIFIED SINGLE FINGER (NAIL) EXCEPT THUMB, INITIAL ENCOUNTER
27074|112|O9203|RETRACTED NIPPLE ASSOCIATED WITH LACTATION
27071|112|M80061G|AGE-RELATED OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, RIGHT LOWER LEG, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
27085|112|S0242XD|FRACTURE OF ALVEOLUS OF MAXILLA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
27092|112|S4100|UNSPECIFIED OPEN WOUND OF SHOULDER
27086|112|S02610A|FRACTURE OF CONDYLAR PROCESS OF MANDIBLE, UNSPECIFIED SIDE, INITIAL ENCOUNTER FOR CLOSED FRACTURE
27087|112|P101|CEREBRAL HEMORRHAGE DUE TO BIRTH INJURY
27088|112|S2223XK|STERNAL MANUBRIAL DISSOCIATION, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
27089|112|S42022B|DISPLACED FRACTURE OF SHAFT OF LEFT CLAVICLE, INITIAL ENCOUNTER FOR OPEN FRACTURE
27090|112|S3133XA|PUNCTURE WOUND WITHOUT FOREIGN BODY OF SCROTUM AND TESTES, INITIAL ENCOUNTER
27091|112|S39001D|UNSPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF ABDOMEN, SUBSEQUENT ENCOUNTER
27093|112|S31609S|UNSPECIFIED OPEN WOUND OF ABDOMINAL WALL, UNSPECIFIED QUADRANT WITH PENETRATION INTO PERITONEAL CAVITY, SEQUELA
27094|112|E10638|TYPE 1 DIABETES MELLITUS WITH OTHER ORAL COMPLICATIONS
27095|112|D3120|BENIGN NEOPLASM OF UNSPECIFIED RETINA
27096|112|C8476|ANAPLASTIC LARGE CELL LYMPHOMA, ALK-NEGATIVE, INTRAPELVIC LYMPH NODES
27097|112|E133599|OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE
27098|112|D4120|NEOPLASM OF UNCERTAIN BEHAVIOR OF UNSPECIFIED URETER
27099|112|G4311|MIGRAINE WITH AURA, INTRACTABLE
27100|112|A850|ENTEROVIRAL ENCEPHALITIS
27072|112|O6989X2|LABOR AND DELIVERY COMPLICATED BY OTHER CORD COMPLICATIONS, FETUS 2
27055|112|S72301P|UNSPECIFIED FRACTURE OF SHAFT OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
27070|112|O1023|PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING THE PUERPERIUM
27053|112|S82291K|OTHER FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
27069|112|O3663X3|MATERNAL CARE FOR EXCESSIVE FETAL GROWTH, THIRD TRIMESTER, FETUS 3
27040|112|T82312A|BREAKDOWN (MECHANICAL) OF FEMORAL ARTERIAL GRAFT (BYPASS), INITIAL ENCOUNTER
27041|112|W269XXA|CONTACT WITH UNSPECIFIED SHARP OBJECT(S), INITIAL ENCOUNTER
27042|112|S63259S|UNSPECIFIED DISLOCATION OF UNSPECIFIED FINGER, SEQUELA
27043|112|S6234|NONDISPLACED FRACTURE OF BASE OF OTHER METACARPAL BONE
27044|112|S62171D|DISPLACED FRACTURE OF TRAPEZIUM [LARGER MULTANGULAR], RIGHT WRIST, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
27045|112|S62390B|OTHER FRACTURE OF SECOND METACARPAL BONE, RIGHT HAND, INITIAL ENCOUNTER FOR OPEN FRACTURE
27047|112|S6390XD|SPRAIN OF UNSPECIFIED PART OF UNSPECIFIED WRIST AND HAND, SUBSEQUENT ENCOUNTER
27048|112|S76902A|UNSPECIFIED INJURY OF UNSPECIFIED MUSCLES, FASCIA AND TENDONS AT THIGH LEVEL, LEFT THIGH, INITIAL ENCOUNTER
27049|112|S72422C|DISPLACED FRACTURE OF LATERAL CONDYLE OF LEFT FEMUR, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
27050|112|S72351P|DISPLACED COMMINUTED FRACTURE OF SHAFT OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
27051|112|S72411B|DISPLACED UNSPECIFIED CONDYLE FRACTURE OF LOWER END OF RIGHT FEMUR, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II
27052|112|S71132D|PUNCTURE WOUND WITHOUT FOREIGN BODY, LEFT THIGH, SUBSEQUENT ENCOUNTER
27046|112|S61334A|PUNCTURE WOUND WITHOUT FOREIGN BODY OF RIGHT RING FINGER WITH DAMAGE TO NAIL, INITIAL ENCOUNTER
27054|112|S73035D|OTHER ANTERIOR DISLOCATION OF LEFT HIP, SUBSEQUENT ENCOUNTER
27062|112|H04513|DACRYOLITH OF BILATERAL LACRIMAL PASSAGES
27056|112|S85892A|OTHER SPECIFIED INJURY OF OTHER BLOOD VESSELS AT LOWER LEG LEVEL, LEFT LEG, INITIAL ENCOUNTER
27068|112|M85442|SOLITARY BONE CYST, LEFT HAND
27067|112|H02236|PARALYTIC LAGOPHTHALMOS LEFT EYE, UNSPECIFIED EYELID
27066|112|H16062|MYCOTIC CORNEAL ULCER, LEFT EYE
27065|112|H57053|TONIC PUPIL, BILATERAL
27063|112|H05821|MYOPATHY OF EXTRAOCULAR MUSCLES, RIGHT ORBIT
27064|112|H44701|UNSPECIFIED RETAINED (OLD) INTRAOCULAR FOREIGN BODY, NONMAGNETIC, RIGHT EYE
27061|112|H04329|ACUTE DACRYOCYSTITIS OF UNSPECIFIED LACRIMAL PASSAGE
27060|112|S9431XA|INJURY OF CUTANEOUS SENSORY NERVE AT ANKLE AND FOOT LEVEL, RIGHT LEG, INITIAL ENCOUNTER
27059|112|S8287|PILON FRACTURE OF TIBIA
27058|112|S82852H|DISPLACED TRIMALLEOLAR FRACTURE OF LEFT LOWER LEG, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
27057|112|S83279A|COMPLEX TEAR OF LATERAL MENISCUS, CURRENT INJURY, UNSPECIFIED KNEE, INITIAL ENCOUNTER
27150|111|S06300D|UNSPECIFIED FOCAL TRAUMATIC BRAIN INJURY WITHOUT LOSS OF CONSCIOUSNESS, SUBSEQUENT ENCOUNTER
27144|111|S46312S|STRAIN OF MUSCLE, FASCIA AND TENDON OF TRICEPS, LEFT ARM, SEQUELA
27149|111|S179XXA|CRUSHING INJURY OF NECK, PART UNSPECIFIED, INITIAL ENCOUNTER
27148|111|S0280XS|FRACTURE OF OTHER SPECIFIED SKULL AND FACIAL BONES, UNSPECIFIED SIDE, SEQUELA
27147|111|S53031D|NURSEMAID'S ELBOW, RIGHT ELBOW, SUBSEQUENT ENCOUNTER
27146|111|S52562G|BARTON'S FRACTURE OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
27145|111|S46391D|OTHER INJURY OF MUSCLE, FASCIA AND TENDON OF TRICEPS, RIGHT ARM, SUBSEQUENT ENCOUNTER
27137|111|T20312A|BURN OF THIRD DEGREE OF LEFT EAR [ANY PART, EXCEPT EAR DRUM], INITIAL ENCOUNTER
27143|111|S52611M|DISPLACED FRACTURE OF RIGHT ULNA STYLOID PROCESS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
27142|111|S53104S|UNSPECIFIED DISLOCATION OF RIGHT ULNOHUMERAL JOINT, SEQUELA
27141|111|S52201G|UNSPECIFIED FRACTURE OF SHAFT OF RIGHT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
27140|111|T2135XD|BURN OF THIRD DEGREE OF BUTTOCK, SUBSEQUENT ENCOUNTER
27139|111|T43296A|UNDERDOSING OF OTHER ANTIDEPRESSANTS, INITIAL ENCOUNTER
27138|111|T460X6A|UNDERDOSING OF CARDIAC-STIMULANT GLYCOSIDES AND DRUGS OF SIMILAR ACTION, INITIAL ENCOUNTER
27152|111|Q011|NASOFRONTAL ENCEPHALOCELE
27151|111|Q5300|ECTOPIC TESTIS, UNSPECIFIED
27168|111|F650|FETISHISM
27153|111|S0006XD|INSECT BITE (NONVENOMOUS) OF SCALP, SUBSEQUENT ENCOUNTER
27154|111|S13150S|SUBLUXATION OF C4/C5 CERVICAL VERTEBRAE, SEQUELA
27155|111|S32613A|DISPLACED AVULSION FRACTURE OF UNSPECIFIED ISCHIUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
27156|111|S31822A|LACERATION WITH FOREIGN BODY OF LEFT BUTTOCK, INITIAL ENCOUNTER
27157|111|S3282XG|MULTIPLE FRACTURES OF PELVIS WITHOUT DISRUPTION OF PELVIC RING, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
27158|111|S30860S|INSECT BITE (NONVENOMOUS) OF LOWER BACK AND PELVIS, SEQUELA
27159|111|S31634A|PUNCTURE WOUND WITHOUT FOREIGN BODY OF ABDOMINAL WALL, LEFT LOWER QUADRANT WITH PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER
27160|111|S3982XD|OTHER SPECIFIED INJURIES OF LOWER BACK, SUBSEQUENT ENCOUNTER
27161|111|A074|CYCLOSPORIASIS
27162|111|A3689|OTHER DIPHTHERITIC COMPLICATIONS
27163|111|F16929|HALLUCINOGEN USE, UNSPECIFIED WITH INTOXICATION, UNSPECIFIED
27164|111|F1624|HALLUCINOGEN DEPENDENCE WITH HALLUCINOGEN-INDUCED MOOD DISORDER
27165|111|G466|PURE SENSORY LACUNAR SYNDROME
27167|111|C7241|MALIGNANT NEOPLASM OF RIGHT ACOUSTIC NERVE
27135|111|T466X1A|POISONING BY ANTIHYPERLIPIDEMIC AND ANTIARTERIOSCLEROTIC DRUGS, ACCIDENTAL (UNINTENTIONAL), INITIAL ENCOUNTER
27136|111|S99211A|SALTER-HARRIS TYPE I PHYSEAL FRACTURE OF PHALANX OF RIGHT TOE, INITIAL ENCOUNTER FOR CLOSED FRACTURE
27166|111|G1110|EARLY-ONSET CEREBELLAR ATAXIA, UNSPECIFIED
27134|111|S98021A|PARTIAL TRAUMATIC AMPUTATION OF RIGHT FOOT AT ANKLE LEVEL, INITIAL ENCOUNTER
27108|111|S63003A|UNSPECIFIED SUBLUXATION OF UNSPECIFIED WRIST AND HAND, INITIAL ENCOUNTER
27114|111|S6981|OTHER SPECIFIED INJURIES OF RIGHT WRIST, HAND AND FINGER(S)
27113|111|S68021D|PARTIAL TRAUMATIC METACARPOPHALANGEAL AMPUTATION OF RIGHT THUMB, SUBSEQUENT ENCOUNTER
27112|111|S82302P|UNSPECIFIED FRACTURE OF LOWER END OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
27111|111|S79111D|SALTER-HARRIS TYPE I PHYSEAL FRACTURE OF LOWER END OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
27110|111|S68522D|PARTIAL TRAUMATIC TRANSPHALANGEAL AMPUTATION OF LEFT THUMB, SUBSEQUENT ENCOUNTER
27109|111|S72402M|UNSPECIFIED FRACTURE OF LOWER END OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
27107|111|S62324B|DISPLACED FRACTURE OF SHAFT OF FOURTH METACARPAL BONE, RIGHT HAND, INITIAL ENCOUNTER FOR OPEN FRACTURE
27116|111|S92024K|NONDISPLACED FRACTURE OF ANTERIOR PROCESS OF RIGHT CALCANEUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
27106|111|S66292A|OTHER SPECIFIED INJURY OF EXTENSOR MUSCLE, FASCIA AND TENDON OF LEFT THUMB AT WRIST AND HAND LEVEL, INITIAL ENCOUNTER
27105|111|S63437D|TRAUMATIC RUPTURE OF VOLAR PLATE OF LEFT LITTLE FINGER AT METACARPOPHALANGEAL AND INTERPHALANGEAL JOINT, SUBSEQUENT ENCOUNTER
27101|111|T80810A|EXTRAVASATION OF VESICANT ANTINEOPLASTIC CHEMOTHERAPY, INITIAL ENCOUNTER
27103|111|W2203XA|WALKED INTO FURNITURE, INITIAL ENCOUNTER
27102|111|T8579|INFECTION AND INFLAMMATORY REACTION DUE TO OTHER INTERNAL PROSTHETIC DEVICES, IMPLANTS AND GRAFTS
27133|111|T63411A|TOXIC EFFECT OF VENOM OF CENTIPEDES AND VENOMOUS MILLIPEDES, ACCIDENTAL (UNINTENTIONAL), INITIAL ENCOUNTER
27115|111|S8362XD|SPRAIN OF THE SUPERIOR TIBIOFIBULAR JOINT AND LIGAMENT, LEFT KNEE, SUBSEQUENT ENCOUNTER
27104|111|T794XXD|TRAUMATIC SHOCK, SUBSEQUENT ENCOUNTER
27117|111|S89031A|SALTER-HARRIS TYPE III PHYSEAL FRACTURE OF UPPER END OF RIGHT TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
27126|111|L03329|ACUTE LYMPHANGITIS OF TRUNK, UNSPECIFIED
27118|111|S86191D|OTHER INJURY OF OTHER MUSCLE(S) AND TENDON(S) OF POSTERIOR MUSCLE GROUP AT LOWER LEG LEVEL, RIGHT LEG, SUBSEQUENT ENCOUNTER
27131|111|M93811|OTHER SPECIFIED OSTEOCHONDROPATHIES, RIGHT SHOULDER
27129|111|O8813|AMNIOTIC FLUID EMBOLISM IN THE PUERPERIUM
27132|111|O365993|MATERNAL CARE FOR OTHER KNOWN OR SUSPECTED POOR FETAL GROWTH, UNSPECIFIED TRIMESTER, FETUS 3
27128|111|M19239|SECONDARY OSTEOARTHRITIS, UNSPECIFIED WRIST
27127|111|M4842XG|FATIGUE FRACTURE OF VERTEBRA, CERVICAL REGION, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
27130|111|O91119|ABSCESS OF BREAST ASSOCIATED WITH PREGNANCY, UNSPECIFIED TRIMESTER
27125|111|H21523|GONIOSYNECHIAE, BILATERAL
27119|111|S96802A|UNSPECIFIED INJURY OF OTHER SPECIFIED MUSCLES AND TENDONS AT ANKLE AND FOOT LEVEL, LEFT FOOT, INITIAL ENCOUNTER
27123|111|H44811|HEMOPHTHALMOS, RIGHT EYE
27122|111|H628X1|OTHER DISORDERS OF RIGHT EXTERNAL EAR IN DISEASES CLASSIFIED ELSEWHERE
27121|111|H72823|TOTAL PERFORATIONS OF TYMPANIC MEMBRANE, BILATERAL
27120|111|H59312|POSTPROCEDURAL HEMORRHAGE OF LEFT EYE AND ADNEXA FOLLOWING AN OPHTHALMIC PROCEDURE
27124|111|H72811|MULTIPLE PERFORATIONS OF TYMPANIC MEMBRANE, RIGHT EAR
27208|110|R830|ABNORMAL LEVEL OF ENZYMES IN CEREBROSPINAL FLUID
27207|110|S12500G|UNSPECIFIED DISPLACED FRACTURE OF SIXTH CERVICAL VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
27206|110|S52302E|UNSPECIFIED FRACTURE OF SHAFT OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
27205|110|S52552E|OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
27204|110|S53422D|ULNOHUMERAL (JOINT) SPRAIN OF LEFT ELBOW, SUBSEQUENT ENCOUNTER
27201|110|T25421A|CORROSION OF UNSPECIFIED DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER
27203|110|S46991A|OTHER INJURY OF UNSPECIFIED MUSCLE, FASCIA AND TENDON AT SHOULDER AND UPPER ARM LEVEL, RIGHT ARM, INITIAL ENCOUNTER
27202|110|S49122A|SALTER-HARRIS TYPE II PHYSEAL FRACTURE OF LOWER END OF HUMERUS, LEFT ARM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
27200|110|T63441S|TOXIC EFFECT OF VENOM OF BEES, ACCIDENTAL (UNINTENTIONAL), SEQUELA
27199|110|T23192A|BURN OF FIRST DEGREE OF MULTIPLE SITES OF LEFT WRIST AND HAND, INITIAL ENCOUNTER
27210|110|S02642D|FRACTURE OF RAMUS OF LEFT MANDIBLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
27209|110|S01101D|UNSPECIFIED OPEN WOUND OF RIGHT EYELID AND PERIOCULAR AREA, SUBSEQUENT ENCOUNTER
27217|110|E083211|DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE
27211|110|S0630|UNSPECIFIED FOCAL TRAUMATIC BRAIN INJURY
27212|110|S32009B|UNSPECIFIED FRACTURE OF UNSPECIFIED LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR OPEN FRACTURE
27213|110|S40921D|UNSPECIFIED SUPERFICIAL INJURY OF RIGHT UPPER ARM, SUBSEQUENT ENCOUNTER
